FileName,dateTime,version,distName,id,actpmA3intrafreqHO,actpmA5interfreqHO,actpmA5intrafreqHO,actpmB2,actpmRSC,actpmrsrpA3interfreqHO,actpmrsrqA3interfreqHO,cfgrsrpbinsize,cfgrsrpmin,cfgrsrqbinsize,cfgrsrqmin
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520005/LNBTS-520005/PMRNL-1/PMRPQH-1,1630781,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-536613/LNBTS-536613/PMRNL-1/PMRPQH-1,148802584,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538890/LNBTS-538890/PMRNL-1/PMRPQH-1,181263268,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-553769/LNBTS-553769/PMRNL-1/PMRPQH-1,484215,true,false,false,true,true,false,false,3,-140,2.0,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520043/LNBTS-520043/PMRNL-1/PMRPQH-1,1097031,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-892545/LNBTS-892545/PMRNL-1/PMRPQH-1,121629645,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538893/LNBTS-538893/PMRNL-1/PMRPQH-1,179825380,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538897/LNBTS-538897/PMRNL-1/PMRPQH-1,179579933,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-570114/LNBTS-570114/PMRNL-1/PMRPQH-1,140159253,true,false,false,true,true,false,false,3,-140,2.0,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-565224/LNBTS-565224/PMRNL-1/PMRPQH-1,195013325,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520056/LNBTS-520056/PMRNL-1/PMRPQH-1,186286803,true,false,false,true,true,false,false,3,-140,1.5,-19.5
